id,emp,comp,lastratingdate,left
797,103,ocsicwng,16-03-2017,0
48,36,bnivzbfi,20-03-2017,0
3023,30,nmxkgvmi,27-10-2016,0
2540,21,ujplihug,13-12-2016,0
3999,10,ydqdpmvi,18-03-2017,0
318,437,bnivzbfi,20-03-2017,0
4803,816,wsmblohy,20-03-2017,0
2780,30,ylpksopb,28-10-2016,1
2246,967,phcvroct,08-03-2017,0
2828,98,ylpksopb,16-12-2016,0
682,258,yodaczsb,15-03-2017,0
3560,183,vwcdylha,16-11-2016,0
4813,827,wsmblohy,15-03-2017,0
3517,124,vwcdylha,20-07-2016,0
1359,104,ugldwwzf,20-03-2017,0
4082,105,ydqdpmvi,04-12-2016,0
3714,58,spfcrgea,27-05-2016,0
1222,156,iqdwmigj,28-02-2017,0
803,113,ocsicwng,16-03-2017,0
4830,845,wsmblohy,18-03-2017,0
1634,85,phcvroct,20-03-2017,0
474,56,yodaczsb,06-03-2017,0
885,43,ewpvmfbc,20-05-2016,0
1193,123,iqdwmigj,28-11-2016,0
619,154,yodaczsb,23-01-2017,1
98,102,bnivzbfi,20-03-2017,0
3322,337,siexkzzo,07-03-2017,0
604,131,yodaczsb,02-12-2016,1
2370,141,rcwkfavv,18-03-2017,0
2628,156,ujplihug,20-03-2017,0
4643,342,wsmblohy,20-03-2017,0
1531,32,phcvroct,11-03-2015,1
4358,7,bucyzegb,16-10-2016,0
1038,33,rujnkvse,20-12-2016,0
4637,325,wsmblohy,09-03-2017,0
4129,158,ydqdpmvi,20-03-2017,0
3368,1,fqsozvpv,13-03-2017,0
870,19,ewpvmfbc,19-09-2016,0
4805,818,wsmblohy,18-03-2017,0
2068,564,phcvroct,16-08-2016,1
651,197,yodaczsb,28-12-2016,1
3885,217,bhqczwkj,05-01-2017,0
4002,13,ydqdpmvi,12-03-2017,0
3734,19,bhqczwkj,10-03-2017,0
3034,9,lgqwnfsg,10-03-2017,0
1349,90,ugldwwzf,27-09-2016,0
1217,151,iqdwmigj,28-02-2017,0
3035,11,lgqwnfsg,14-03-2017,0
730,19,ocsicwng,14-03-2017,0
2945,49,ejeyobsm,18-04-2016,0
2784,34,ylpksopb,15-03-2017,0
4005,17,ydqdpmvi,09-03-2017,0
489,64,yodaczsb,30-11-2016,1
3537,151,vwcdylha,16-08-2016,0
3449,28,vwcdylha,23-11-2016,0
120,129,bnivzbfi,29-08-2016,1
4743,578,wsmblohy,20-03-2017,0
789,94,ocsicwng,17-11-2016,0
3841,160,bhqczwkj,17-03-2017,0
3659,18,jnvpfmup,16-03-2017,0
795,101,ocsicwng,15-12-2016,0
68,69,bnivzbfi,19-03-2017,0
562,102,yodaczsb,11-10-2016,1
2198,883,phcvroct,28-02-2017,0
4357,22,bucyzegb,21-10-2016,0
2677,236,ujplihug,10-10-2016,0
3388,21,fqsozvpv,13-03-2017,0
1601,68,phcvroct,24-11-2016,0
3013,13,nmxkgvmi,25-10-2016,0
2604,126,ujplihug,20-03-2017,0
1569,51,phcvroct,20-03-2017,1
2203,893,phcvroct,15-07-2016,1
99,103,bnivzbfi,20-03-2017,0
2811,67,ylpksopb,14-11-2016,0
2662,207,ujplihug,01-02-2017,0
837,163,ocsicwng,18-03-2017,0
802,111,ocsicwng,15-03-2017,0
2183,861,phcvroct,02-12-2016,0
2994,106,ejeyobsm,01-11-2016,0
2118,658,phcvroct,27-01-2017,0
2089,603,phcvroct,24-04-2016,0
3378,11,fqsozvpv,13-03-2017,0
3160,105,siexkzzo,11-03-2017,0
1104,10,vcqsbirc,02-12-2015,1
2682,241,ujplihug,01-02-2017,0
3316,322,siexkzzo,15-03-2017,0
2726,393,ujplihug,28-06-2016,1
1138,20,iqdwmigj,23-02-2017,0
351,492,bnivzbfi,17-03-2017,0
784,88,ocsicwng,10-03-2017,0
3280,267,siexkzzo,06-03-2017,0
4692,475,wsmblohy,17-03-2017,0
4201,276,jblrepyr,08-03-2017,0
613,145,yodaczsb,27-10-2016,1
186,218,bnivzbfi,20-03-2017,0
468,53,yodaczsb,15-03-2017,0
140,155,bnivzbfi,09-01-2017,1
331,456,bnivzbfi,06-03-2017,0
4810,823,wsmblohy,20-03-2017,0
1571,52,phcvroct,20-03-2017,0
3767,61,bhqczwkj,20-03-2017,0
2331,91,rcwkfavv,04-01-2017,0
582,112,yodaczsb,17-01-2017,1
608,137,yodaczsb,02-12-2016,1
2887,40,dmgwoqhz,20-03-2017,0
1930,273,phcvroct,07-07-2015,1
324,445,bnivzbfi,15-03-2017,0
3953,304,bhqczwkj,16-03-2017,0
3640,73,ojidyfnn,10-06-2016,0
1067,81,rujnkvse,09-03-2017,0
1852,200,phcvroct,11-08-2016,1
2745,6,pfmjacpm,16-03-2017,0
960,152,ewpvmfbc,15-11-2016,0
2532,13,ujplihug,20-03-2017,0
2732,417,ujplihug,20-03-2017,0
4103,129,ydqdpmvi,30-09-2016,0
3522,130,vwcdylha,23-07-2016,0
3493,91,vwcdylha,14-04-2016,0
1870,209,phcvroct,15-03-2017,0
3477,71,vwcdylha,21-10-2016,0
3108,38,siexkzzo,18-03-2017,0
4627,298,wsmblohy,17-03-2017,0
3055,33,lgqwnfsg,09-03-2017,0
3864,192,bhqczwkj,17-03-2017,0
4678,442,wsmblohy,20-03-2017,0
938,126,ewpvmfbc,20-09-2016,0
2270,6,rcwkfavv,02-01-2017,0
901,66,ewpvmfbc,06-09-2016,0
4168,213,ydqdpmvi,17-03-2017,0
4713,517,wsmblohy,20-03-2017,0
1428,5,xccmgbjz,16-09-2016,1
1237,174,iqdwmigj,27-02-2017,0
3238,206,siexkzzo,21-11-2016,0
3461,42,vwcdylha,27-06-2016,0
1440,24,xccmgbjz,27-09-2016,0
345,482,bnivzbfi,07-11-2016,1
2364,135,rcwkfavv,17-03-2017,0
4217,289,jblrepyr,26-12-2016,0
3511,118,vwcdylha,21-04-2016,0
3761,54,bhqczwkj,19-02-2017,0
250,303,bnivzbfi,02-12-2016,0
894,53,ewpvmfbc,05-09-2016,0
239,286,bnivzbfi,24-11-2016,1
27,529,bnivzbfi,20-03-2017,0
3292,289,siexkzzo,16-02-2017,0
2672,225,ujplihug,17-03-2017,0
2641,174,ujplihug,20-03-2017,0
327,450,bnivzbfi,17-12-2016,0
2843,4,oqvaqcak,17-05-2016,0
376,22,oecfwdaq,19-12-2016,0
4439,15,wsmblohy,20-03-2017,0
1046,48,rujnkvse,17-03-2017,0
2048,495,phcvroct,20-09-2015,1
4607,260,wsmblohy,12-03-2017,0
4019,33,ydqdpmvi,20-03-2017,0
3473,62,vwcdylha,30-03-2016,0
3772,67,bhqczwkj,11-03-2017,0
3231,196,siexkzzo,06-03-2017,0
2684,243,ujplihug,25-02-2017,0
2155,778,phcvroct,07-09-2016,1
1452,42,xccmgbjz,07-02-2017,0
668,233,yodaczsb,14-11-2016,1
1743,141,phcvroct,06-02-2017,0
4768,680,wsmblohy,10-03-2017,0
1547,40,phcvroct,20-03-2017,1
4234,47,jblrepyr,09-11-2016,0
2034,475,phcvroct,20-03-2017,0
1456,48,xccmgbjz,15-03-2017,0
2534,15,ujplihug,19-02-2017,0
3892,225,bhqczwkj,17-03-2017,0
4092,115,ydqdpmvi,20-03-2017,0
4336,234,jblrepyr,21-11-2016,0
2664,210,ujplihug,16-03-2017,0
3961,315,bhqczwkj,16-03-2017,0
1963,329,phcvroct,27-03-2015,1
3951,301,bhqczwkj,03-12-2016,0
264,325,bnivzbfi,20-03-2017,0
137,151,bnivzbfi,16-02-2017,0
1575,54,phcvroct,29-09-2016,1
4200,19,jblrepyr,27-12-2016,0
3011,42,nmxkgvmi,17-03-2017,0
3305,304,siexkzzo,21-10-2016,0
4442,17,wsmblohy,17-03-2017,0
3684,21,lydqevjo,02-02-2016,0
832,158,ocsicwng,16-03-2017,0
410,272,yodaczsb,18-01-2017,1
2406,183,rcwkfavv,08-10-2016,1
1940,289,phcvroct,30-01-2017,0
2948,52,ejeyobsm,20-03-2017,0
3644,79,ojidyfnn,18-08-2016,1
735,25,ocsicwng,15-03-2017,0
1710,493,phcvroct,04-04-2016,1
2097,619,phcvroct,25-10-2016,1
3365,389,siexkzzo,19-03-2017,0
4057,78,ydqdpmvi,20-03-2017,0
39,27,bnivzbfi,15-02-2017,0
2918,19,ejeyobsm,11-07-2016,0
4261,86,jblrepyr,12-10-2016,0
2488,308,rcwkfavv,20-03-2017,0
261,316,bnivzbfi,19-01-2017,0
4601,237,wsmblohy,20-03-2017,0
2014,439,phcvroct,04-11-2015,1
2656,194,ujplihug,16-03-2017,0
4520,94,wsmblohy,04-03-2017,0
3619,50,ojidyfnn,13-06-2016,0
874,27,ewpvmfbc,18-11-2016,0
2106,631,phcvroct,18-03-2017,0
3558,180,vwcdylha,28-11-2016,0
1110,21,vcqsbirc,18-02-2016,0
2543,41,ujplihug,30-06-2016,0
91,95,bnivzbfi,17-03-2017,0
2000,411,phcvroct,25-05-2015,1
4075,97,ydqdpmvi,05-03-2017,0
312,425,bnivzbfi,13-01-2017,0
2164,823,phcvroct,12-09-2016,1
2190,869,phcvroct,10-08-2016,0
1829,186,phcvroct,20-05-2015,1
3822,131,bhqczwkj,22-02-2017,0
1096,124,rujnkvse,19-03-2017,0
2805,58,ylpksopb,17-06-2016,0
2065,559,phcvroct,20-03-2017,0
3991,4,ydqdpmvi,20-03-2017,0
1276,5,ugldwwzf,20-03-2017,0
2404,180,rcwkfavv,20-03-2017,0
2328,86,rcwkfavv,13-01-2017,0
2101,623,phcvroct,09-01-2017,0
1274,4,ugldwwzf,20-03-2017,0
3282,269,siexkzzo,17-03-2017,0
3470,53,vwcdylha,10-06-2016,0
3575,199,vwcdylha,08-06-2016,1
4363,3,rcyiinms,16-03-2017,0
3510,117,vwcdylha,19-03-2016,0
2841,2,oqvaqcak,19-05-2016,0
1213,146,iqdwmigj,28-02-2017,0
3625,56,ojidyfnn,13-06-2016,0
1663,100,phcvroct,18-03-2017,1
4296,149,jblrepyr,17-12-2016,0
394,14,yodaczsb,07-06-2014,1
1482,6,phcvroct,26-10-2016,0
2509,17,pkeebtfe,04-11-2016,0
4035,50,ydqdpmvi,19-03-2017,0
3059,38,lgqwnfsg,15-03-2017,0
1753,146,phcvroct,31-01-2017,1
4276,118,jblrepyr,24-11-2016,0
2962,69,ejeyobsm,16-06-2016,0
2681,240,ujplihug,12-10-2016,1
2344,110,rcwkfavv,30-11-2016,0
1265,209,iqdwmigj,06-02-2017,0
1860,204,phcvroct,20-03-2017,0
225,267,bnivzbfi,15-03-2017,0
1650,93,phcvroct,16-03-2017,0
180,212,bnivzbfi,18-03-2017,0
1215,149,iqdwmigj,28-02-2017,0
2329,88,rcwkfavv,19-09-2016,0
4821,836,wsmblohy,20-03-2017,0
1920,260,phcvroct,11-11-2015,1
172,201,bnivzbfi,20-02-2017,0
3706,50,spfcrgea,31-01-2016,0
2527,8,ujplihug,20-03-2017,0
4394,34,rcyiinms,16-03-2017,0
636,175,yodaczsb,23-11-2016,1
405,20,yodaczsb,16-12-2016,0
2857,7,dmgwoqhz,09-03-2017,0
3871,202,bhqczwkj,19-03-2017,0
20,11,bnivzbfi,07-07-2016,0
951,142,ewpvmfbc,03-09-2016,0
2062,556,phcvroct,28-11-2016,0
4693,477,wsmblohy,07-03-2017,0
3443,20,vwcdylha,19-04-2016,0
1374,128,ugldwwzf,20-03-2017,0
3049,26,lgqwnfsg,07-03-2017,0
2424,206,rcwkfavv,20-03-2017,0
533,87,yodaczsb,23-01-2017,1
3176,124,siexkzzo,28-02-2017,0
4540,148,wsmblohy,03-03-2017,1
2377,148,rcwkfavv,02-01-2017,1
3513,120,vwcdylha,18-03-2016,0
3087,14,siexkzzo,05-01-2017,0
2461,264,rcwkfavv,05-02-2017,0
3377,10,fqsozvpv,13-03-2017,0
1956,313,phcvroct,22-04-2016,0
2320,72,rcwkfavv,19-03-2017,0
1970,345,phcvroct,05-03-2015,0
4530,126,wsmblohy,01-03-2017,1
4497,51,wsmblohy,23-02-2017,1
1056,63,rujnkvse,18-03-2017,0
109,115,bnivzbfi,07-06-2016,0
166,195,bnivzbfi,11-03-2016,0
675,248,yodaczsb,05-12-2016,1
602,129,yodaczsb,17-01-2017,1
1002,218,ewpvmfbc,02-11-2016,0
4767,666,wsmblohy,17-03-2017,0
4642,338,wsmblohy,02-03-2017,1
2971,80,ejeyobsm,20-06-2016,0
1240,177,iqdwmigj,06-02-2017,0
3374,7,fqsozvpv,13-03-2017,0
574,108,yodaczsb,21-10-2016,1
2634,164,ujplihug,18-03-2017,0
2783,33,ylpksopb,24-02-2017,1
2200,886,phcvroct,23-02-2017,0
2869,20,dmgwoqhz,17-03-2017,0
3622,53,ojidyfnn,10-06-2016,0
3269,251,siexkzzo,15-03-2017,0
2259,997,phcvroct,14-11-2016,1
923,107,ewpvmfbc,29-07-2016,0
2575,87,ujplihug,27-12-2016,1
919,102,ewpvmfbc,08-03-2016,0
1344,84,ugldwwzf,10-08-2016,0
1968,341,phcvroct,07-09-2015,0
2401,176,rcwkfavv,18-10-2016,0
881,34,ewpvmfbc,01-04-2016,0
4313,187,jblrepyr,18-01-2017,0
1197,129,iqdwmigj,28-02-2017,0
377,23,oecfwdaq,07-10-2016,0
2959,64,ejeyobsm,06-07-2016,0
3007,7,nmxkgvmi,21-10-2016,0
3065,45,lgqwnfsg,20-03-2017,0
4681,447,wsmblohy,01-03-2017,1
3873,204,bhqczwkj,06-02-2017,0
3380,13,fqsozvpv,13-03-2017,0
2241,958,phcvroct,29-07-2016,1
3584,10,ojidyfnn,13-06-2016,0
2707,273,ujplihug,12-12-2016,0
1087,110,rujnkvse,20-02-2017,0
3842,161,bhqczwkj,16-03-2017,0
2324,81,rcwkfavv,04-11-2016,1
131,144,bnivzbfi,02-03-2017,0
3481,76,vwcdylha,03-10-2016,0
2315,66,rcwkfavv,29-10-2016,0
3320,328,siexkzzo,17-03-2017,0
4672,428,wsmblohy,16-03-2017,0
4301,161,jblrepyr,27-12-2016,0
4187,262,jblrepyr,17-11-2016,0
3816,124,bhqczwkj,10-02-2017,0
2617,145,ujplihug,29-01-2017,0
1023,6,rujnkvse,09-02-2017,0
1001,217,ewpvmfbc,07-10-2016,0
4839,854,wsmblohy,20-03-2017,0
2119,659,phcvroct,09-11-2016,0
3348,370,siexkzzo,16-03-2017,0
1713,125,phcvroct,30-08-2015,0
2792,44,ylpksopb,23-01-2017,0
3740,29,bhqczwkj,14-03-2017,0
3844,163,bhqczwkj,04-10-2016,1
2585,100,ujplihug,06-10-2016,0
2102,624,phcvroct,20-03-2017,0
1732,135,phcvroct,23-12-2016,1
2955,59,ejeyobsm,11-07-2016,0
1613,74,phcvroct,14-11-2016,0
1539,36,phcvroct,19-03-2017,1
1715,126,phcvroct,20-03-2017,1
2790,41,ylpksopb,17-02-2017,0
1004,220,ewpvmfbc,08-09-2016,0
3352,374,siexkzzo,10-07-2016,0
2570,79,ujplihug,16-03-2017,0
4164,205,ydqdpmvi,17-03-2017,0
714,1,ocsicwng,20-03-2017,0
3704,48,spfcrgea,09-06-2016,0
4449,21,wsmblohy,02-03-2017,1
2491,312,rcwkfavv,18-03-2017,0
435,35,yodaczsb,04-03-2016,1
1640,88,phcvroct,20-03-2017,0
804,114,ocsicwng,16-03-2017,0
1216,150,iqdwmigj,27-02-2017,0
990,204,ewpvmfbc,10-05-2016,0
4481,41,wsmblohy,01-03-2017,0
2363,134,rcwkfavv,20-03-2017,0
1252,192,iqdwmigj,28-02-2017,0
3984,365,bhqczwkj,20-03-2017,0
274,340,bnivzbfi,20-03-2017,0
3189,141,siexkzzo,16-03-2017,0
3288,285,siexkzzo,23-06-2016,1
629,165,yodaczsb,19-10-2016,1
2773,21,ylpksopb,17-03-2017,0
961,153,ewpvmfbc,28-10-2016,0
872,21,ewpvmfbc,21-10-2016,0
3107,36,siexkzzo,08-03-2017,0
2339,104,rcwkfavv,30-12-2016,0
3982,357,bhqczwkj,27-02-2017,1
3603,31,ojidyfnn,08-06-2016,0
1687,112,phcvroct,20-03-2017,0
1156,58,iqdwmigj,29-11-2016,0
4151,188,ydqdpmvi,20-03-2017,0
2211,909,phcvroct,24-09-2016,1
3098,26,siexkzzo,16-03-2017,0
1122,35,vcqsbirc,13-09-2016,0
2175,841,phcvroct,15-05-2016,1
2192,871,phcvroct,20-03-2017,0
4013,27,ydqdpmvi,20-03-2017,0
770,69,ocsicwng,03-02-2017,1
21,523,bnivzbfi,16-03-2017,0
4251,70,jblrepyr,17-12-2016,0
1549,41,phcvroct,12-12-2016,0
3605,34,ojidyfnn,10-06-2016,0
3472,56,vwcdylha,20-06-2016,0
1921,262,phcvroct,18-06-2016,1
2359,129,rcwkfavv,16-10-2016,0
3315,318,siexkzzo,26-09-2016,0
2470,277,rcwkfavv,18-03-2017,0
2306,45,rcwkfavv,20-03-2017,0
788,93,ocsicwng,15-03-2017,0
3142,82,siexkzzo,21-10-2016,0
2719,370,ujplihug,14-10-2016,1
1702,553,phcvroct,30-04-2016,1
1026,11,rujnkvse,15-11-2016,0
1497,15,phcvroct,01-12-2016,1
631,168,yodaczsb,23-01-2017,1
4149,186,ydqdpmvi,25-10-2016,0
338,473,bnivzbfi,31-10-2016,0
3389,22,fqsozvpv,13-03-2017,0
4677,439,wsmblohy,17-03-2017,0
3214,171,siexkzzo,17-03-2017,0
2830,16,azalutpt,29-11-2014,0
3634,66,ojidyfnn,13-06-2016,0
700,278,yodaczsb,20-03-2017,0
1737,138,phcvroct,17-02-2017,0
4355,21,bucyzegb,03-10-2016,0
2322,75,rcwkfavv,20-03-2017,0
142,159,bnivzbfi,13-02-2017,1
4435,12,wsmblohy,20-03-2017,0
1280,7,ugldwwzf,19-03-2017,0
4150,187,ydqdpmvi,01-03-2017,1
3456,36,vwcdylha,22-06-2016,0
778,82,ocsicwng,20-03-2017,0
3917,253,bhqczwkj,02-02-2017,0
4328,220,jblrepyr,22-02-2017,0
2056,505,phcvroct,12-09-2016,0
4831,846,wsmblohy,20-03-2017,0
4137,169,ydqdpmvi,17-01-2017,0
3275,261,siexkzzo,07-02-2017,0
1799,170,phcvroct,12-03-2015,1
2631,160,ujplihug,17-03-2017,0
4081,104,ydqdpmvi,20-03-2017,0
4208,284,jblrepyr,12-03-2017,0
2660,201,ujplihug,19-02-2017,0
1103,9,vcqsbirc,12-01-2016,0
3341,360,siexkzzo,20-03-2017,0
2181,857,phcvroct,20-03-2017,0
2652,187,ujplihug,19-03-2017,0
889,47,ewpvmfbc,10-06-2016,0
1762,151,phcvroct,06-02-2017,0
2086,596,phcvroct,15-03-2017,0
3966,321,bhqczwkj,07-02-2017,0
3586,12,ojidyfnn,12-06-2016,0
332,457,bnivzbfi,10-01-2017,0
1190,118,iqdwmigj,08-02-2017,0
3543,160,vwcdylha,28-07-2016,0
2238,955,phcvroct,04-10-2016,1
2644,177,ujplihug,18-03-2017,0
3224,186,siexkzzo,12-11-2016,0
1446,35,xccmgbjz,16-12-2016,1
3395,28,fqsozvpv,13-03-2017,0
4609,265,wsmblohy,06-03-2017,0
3063,43,lgqwnfsg,20-03-2017,0
1064,77,rujnkvse,18-11-2016,0
3012,12,nmxkgvmi,24-10-2016,0
1123,36,vcqsbirc,19-09-2016,0
2239,956,phcvroct,20-03-2017,0
4573,197,wsmblohy,17-03-2017,0
4051,71,ydqdpmvi,27-01-2017,0
1154,53,iqdwmigj,27-02-2017,0
954,145,ewpvmfbc,11-03-2016,0
3137,77,siexkzzo,20-03-2017,0
1127,135,iqdwmigj,02-02-2017,1
44,31,bnivzbfi,19-03-2017,0
3232,197,siexkzzo,13-02-2017,0
2309,52,rcwkfavv,20-03-2017,0
37,26,bnivzbfi,20-03-2017,0
4036,51,ydqdpmvi,20-03-2017,0
1234,170,iqdwmigj,28-02-2017,0
998,214,ewpvmfbc,09-05-2016,0
1418,185,ugldwwzf,17-03-2017,0
129,140,bnivzbfi,20-03-2017,0
2953,57,ejeyobsm,17-12-2016,0
1415,180,ugldwwzf,15-03-2017,0
2449,245,rcwkfavv,24-12-2016,0
356,1,oecfwdaq,08-06-2016,1
1474,2,phcvroct,10-02-2016,1
1030,18,rujnkvse,17-03-2017,0
402,18,yodaczsb,12-03-2017,0
3594,21,ojidyfnn,08-06-2016,0
3082,8,siexkzzo,02-11-2016,0
3776,71,bhqczwkj,03-03-2017,0
704,286,yodaczsb,20-03-2017,0
2744,5,pfmjacpm,10-03-2017,0
3948,296,bhqczwkj,03-03-2017,0
3971,329,bhqczwkj,13-03-2017,0
781,85,ocsicwng,18-01-2017,0
4766,654,wsmblohy,17-03-2017,0
4742,577,wsmblohy,20-03-2017,0
3403,38,fqsozvpv,14-03-2017,0
2071,567,phcvroct,11-03-2017,0
320,441,bnivzbfi,20-03-2017,0
4562,177,wsmblohy,03-03-2017,1
113,121,bnivzbfi,30-03-2016,0
228,270,bnivzbfi,17-03-2017,0
1408,170,ugldwwzf,20-03-2017,0
1467,60,xccmgbjz,13-03-2017,0
2358,127,rcwkfavv,19-03-2017,0
1609,72,phcvroct,30-09-2016,1
756,49,ocsicwng,20-03-2017,0
2410,187,rcwkfavv,18-03-2017,0
3337,355,siexkzzo,08-08-2016,0
610,140,yodaczsb,05-12-2016,1
3255,230,siexkzzo,12-01-2017,0
78,81,bnivzbfi,21-09-2016,0
4052,72,ydqdpmvi,17-06-2016,0
2721,377,ujplihug,12-09-2016,1
3484,80,vwcdylha,22-03-2016,1
2120,660,phcvroct,13-02-2017,0
1386,140,ugldwwzf,16-02-2017,0
1043,43,rujnkvse,09-02-2017,0
3373,6,fqsozvpv,13-03-2017,0
4297,150,jblrepyr,21-10-2016,0
866,13,ewpvmfbc,23-02-2016,0
97,101,bnivzbfi,20-03-2017,0
850,178,ocsicwng,18-03-2017,0
4823,838,wsmblohy,10-03-2017,0
116,124,bnivzbfi,20-03-2017,0
2985,97,ejeyobsm,20-03-2017,0
3952,302,bhqczwkj,16-03-2017,0
4825,840,wsmblohy,20-03-2017,0
2405,182,rcwkfavv,05-12-2016,0
2082,590,phcvroct,26-07-2016,0
1932,278,phcvroct,03-10-2015,1
73,75,bnivzbfi,13-07-2016,0
3947,293,bhqczwkj,16-03-2017,0
2956,60,ejeyobsm,17-06-2016,0
4466,31,wsmblohy,17-03-2017,0
3040,16,lgqwnfsg,20-03-2017,0
1982,365,phcvroct,06-07-2015,0
4283,127,jblrepyr,05-03-2017,0
2098,620,phcvroct,14-07-2016,1
4514,75,wsmblohy,20-03-2017,0
3302,301,siexkzzo,15-03-2017,0
4369,9,rcyiinms,23-02-2017,0
2476,287,rcwkfavv,19-03-2017,0
2477,288,rcwkfavv,20-03-2017,0
751,43,ocsicwng,20-03-2017,0
1923,264,phcvroct,21-04-2015,1
4644,344,wsmblohy,17-03-2017,0
3753,42,bhqczwkj,17-03-2017,0
233,275,bnivzbfi,16-02-2017,0
2154,775,phcvroct,20-03-2017,0
2305,44,rcwkfavv,14-03-2017,0
2518,425,ujplihug,19-03-2017,1
3156,101,siexkzzo,16-03-2017,0
4377,17,rcyiinms,06-03-2017,0
2225,933,phcvroct,22-10-2016,1
1519,26,phcvroct,11-03-2017,0
515,77,yodaczsb,08-12-2016,1
3392,25,fqsozvpv,13-03-2017,0
2345,111,rcwkfavv,25-02-2017,0
3300,298,siexkzzo,27-06-2016,0
3611,41,ojidyfnn,01-06-2016,0
2804,57,ylpksopb,09-11-2016,0
2864,15,dmgwoqhz,17-03-2017,0
3090,18,siexkzzo,02-09-2016,0
4223,36,jblrepyr,23-01-2017,0
3676,11,lydqevjo,02-02-2016,0
2594,112,ujplihug,02-02-2017,0
4342,241,jblrepyr,05-03-2017,0
2774,22,ylpksopb,16-03-2017,0
3044,20,lgqwnfsg,16-03-2017,0
1312,34,ugldwwzf,20-03-2017,0
1933,280,phcvroct,26-03-2015,1
1821,182,phcvroct,20-03-2017,1
2976,87,ejeyobsm,16-06-2016,0
4384,24,rcyiinms,27-02-2017,0
2055,504,phcvroct,28-01-2016,1
4003,14,ydqdpmvi,19-03-2017,0
2911,12,ejeyobsm,16-03-2017,0
2454,253,rcwkfavv,20-03-2017,0
3794,99,bhqczwkj,20-02-2017,0
2022,461,phcvroct,19-03-2017,0
925,109,ewpvmfbc,23-11-2016,0
2894,47,dmgwoqhz,20-03-2017,0
1915,255,phcvroct,20-03-2017,0
4529,125,wsmblohy,07-03-2017,0
1328,62,ugldwwzf,29-12-2016,0
2035,478,phcvroct,17-03-2017,0
3058,36,lgqwnfsg,20-03-2017,0
3987,2,ydqdpmvi,06-03-2017,0
1563,48,phcvroct,19-03-2017,0
1207,140,iqdwmigj,23-02-2017,0
2026,466,phcvroct,30-09-2016,1
1055,62,rujnkvse,11-03-2017,0
2186,864,phcvroct,14-03-2017,0
1144,37,iqdwmigj,27-02-2017,0
2683,242,ujplihug,27-02-2017,0
4608,262,wsmblohy,17-03-2017,0
247,297,bnivzbfi,16-03-2017,0
3808,116,bhqczwkj,07-02-2017,0
4408,21,fjslutlg,13-03-2017,0
4611,267,wsmblohy,23-02-2017,0
2475,286,rcwkfavv,19-03-2017,0
4577,203,wsmblohy,02-03-2017,1
302,397,bnivzbfi,26-12-2016,0
4757,597,wsmblohy,16-03-2017,0
3166,113,siexkzzo,16-03-2017,0
2350,116,rcwkfavv,20-03-2017,0
733,23,ocsicwng,20-03-2017,0
4000,11,ydqdpmvi,20-03-2017,0
334,465,bnivzbfi,20-03-2017,0
1938,286,phcvroct,14-11-2016,0
2038,483,phcvroct,10-03-2017,0
4661,387,wsmblohy,03-03-2017,1
794,100,ocsicwng,15-03-2017,0
1457,49,xccmgbjz,18-03-2017,0
2382,154,rcwkfavv,27-11-2016,0
4552,163,wsmblohy,20-03-2017,0
3606,35,ojidyfnn,11-06-2016,0
699,277,yodaczsb,17-03-2017,0
38,538,bnivzbfi,20-03-2017,0
2597,116,ujplihug,15-03-2017,0
1435,11,xccmgbjz,19-11-2016,1
2632,161,ujplihug,20-03-2017,0
4652,358,wsmblohy,19-03-2017,0
609,139,yodaczsb,24-11-2016,1
694,272,yodaczsb,18-01-2017,1
3550,169,vwcdylha,27-09-2016,0
4156,194,ydqdpmvi,20-03-2017,0
2232,947,phcvroct,15-03-2017,0
4598,234,wsmblohy,17-03-2017,0
1355,98,ugldwwzf,19-03-2017,0
201,238,bnivzbfi,13-03-2017,0
3469,52,vwcdylha,01-04-2016,0
296,381,bnivzbfi,14-03-2017,0
4433,11,wsmblohy,20-02-2017,0
3963,317,bhqczwkj,20-01-2017,0
3495,93,vwcdylha,29-06-2016,0
437,36,yodaczsb,05-09-2016,0
3500,101,vwcdylha,24-03-2016,0
4504,57,wsmblohy,15-03-2017,0
1909,249,phcvroct,25-02-2016,1
3147,91,siexkzzo,20-03-2017,0
3332,349,siexkzzo,20-03-2017,0
539,90,yodaczsb,13-01-2017,1
2077,576,phcvroct,22-01-2016,1
3756,45,bhqczwkj,17-03-2017,0
1936,283,phcvroct,21-05-2015,1
4655,368,wsmblohy,17-03-2017,0
4274,116,jblrepyr,16-03-2017,0
25,16,bnivzbfi,16-02-2017,0
3202,158,siexkzzo,10-01-2017,0
2209,904,phcvroct,05-09-2016,1
202,239,bnivzbfi,08-08-2016,0
357,16,oecfwdaq,01-06-2016,1
2834,6,azalutpt,18-12-2014,0
407,21,yodaczsb,27-12-2016,0
799,107,ocsicwng,20-03-2017,0
1555,44,phcvroct,18-03-2017,0
3118,53,siexkzzo,10-03-2017,0
1242,180,iqdwmigj,10-02-2017,0
4029,44,ydqdpmvi,20-03-2017,0
1300,18,ugldwwzf,02-08-2016,1
4483,42,wsmblohy,28-02-2017,1
299,389,bnivzbfi,20-03-2017,0
1090,113,rujnkvse,07-11-2016,0
2840,1,oqvaqcak,29-11-2015,0
3438,13,vwcdylha,22-03-2016,0
